genre,director actor1 actor2 title,year,rating,releasedate
Documentary,Robert Bilheimer Glenn Close Will Smith A Closer Walk,2003,8.7,5-Feb-03
Action,None Adolpho Navarro Dale Ohnmeiss Brains!,2011,5.7,NA
Comedy,Robert Alaniz Jim O'Heir Karen Lesiewicz Heavens to Betsy,2017,6.9,10-Oct-17
Drama,None Quincy Rose Jen McPherson Miles to Go,2012,7.6,28-Apr-15
Comedy,None Darrin Dickerson Steven Soderbergh Schizopolis,1996,7,9-Apr-97
Adult,None Aja Fifi Bardot Midnight Baller,1989,7.4,NA
Adult,John Christopher Serena Samantha Fox Candi Girl,1979,5.9,22-Nov-82
Comedy,Jesse Wells John Benjamin Martin Doug Mears Zoo Radio,1990,4.2,11-Jul-91
Comedy,Richard Benner Madeline Kahn Rita Moreno Happy Birthday  Gemini,1980,5.7,2-May-80
Thriller,Thomas Zambeck Vincent Spano Jennifer O'Dell Nevermore,2007,7.2,27-Jan-09
Horror,Maurice Thomas Tara Kodosky Kyle Carthens Urban Cannibal Massacre,2013,3.4,NA
Horror,None Jayson Champion Jennifer Michelle Stone II Kodie,2010,4.1,10-Nov
History,Claude Miles Grace Norton John Cory Stringer Paradise,2011,3.1,31-Oct-11
Action,Claudio Fäh Sean Patrick Flanery Tom Sizemore Beyond Valkyrie: Dawn of the 4th Reich,2016,4.9,12-Aug-16
Comedy,David Winters Bert Convy Lynda Day George Racquet,1979,3.5,Jun-79
Drama,Thomas J. Wright Pamela Sue Martin Steve Railsback Torchlight,1985,4,Feb-85
Comedy,None Philip Austin Peter Bergman Everything You Know Is Wrong,1975,7.6,NA
Drama,Kennedy Goldsby Glenn Plummer Terrence Howard Love Beat the Hell Outta Me,2000,3.8,30-Jun-00
Drama,Herbert Coleman Audie Murphy Gary Crosby Battle at Bloody Beach,1961,5.5,Jun-61
Drama,Brad Coley Rachel Miner Andy Comeau Frank the Bastard,2013,4.9,24-Jul-15
Comedy,Laura Terruso Wyatt Cenac Greta Lee Fits and Starts,2017,7.4,5-Dec-17
Action,Tzang Merwyn Tong Lyon Sim Aaron Samuel Yong Faeryville,2014,5.7,14-Jan
Horror,Juan Frausto Rosa Isela Frausto Rene Arreola Kidnapped Souls,2012,4.2,28-Feb-13
Action,Ryan Davy Ethan Kelly Tim Kaiser The Parricidal Effect,2014,4.3,2014
Drama,Timothy A. Chey Chris Staples Michael Irvin Slamma Jamma,2017,6.8,23-Mar-17
Horror,David Chirchirillo Thomas Downey Jennefer Folsom 616: Paranormal Incident,2013,2.8,12-Feb-13
Drama,Douglas Green Kim Hunter Timothy Bottoms The Hiding Place,2000,7.2,22-Jun-00
Action,David Daze Victoria Adams Kevin Baldwin The American StreetFighterz Trilogy Street Godz of War II,2007,6.2,11-Jan-07
Horror,None Katlin Shackelford Austin Lyon Absinthe,2012,6.3,14-Sep-12
Adult,David Michel H. Chris Cristiano Dick Howard Double Heat,1986,8.4,NA
Documentary,None Andrew C. Boothby Kevin Grantz Harvesting the High Plains,2012,9.2,1-Oct-13
Comedy,Todd Strauss-Schulson Taryn Southern Dennis Haskins Private High Musical,2008,8.2,2-Oct-08
Thriller,Mohammad Mohammad Kyla Baker Ron E. Harris Hear Me Whisper,2011,7.8,NA
Western,Robert M. Young Edward James Olmos James Gammon The Ballad of Gregorio Cortez,1982,6.9,19-Aug-83
Comedy,Rafe M. Portilo Tammy Parks Ashlie Rhey Bare Exposure,1993,4.3,11-Dec-00
Comedy,John T. Kretchmer Julie Benz Nicole Bilderback Bad Girls from Valley High,2005,3.4,22-Mar-05
Fantasy,Fred Olen Ray Cameron Mitchell John Carradine The Tomb,1986,3.5,31-Oct-86
Adult,Don Christian Chris Reed Cara Lott Bisexual Fantasies,1986,7.8,1986
Action,None Clint Eastwood Jeff Daniels Blood Work,2002,6.4,9-Aug-02
Adventure,John Sturges Rock Hudson Ernest Borgnine Ice Station Zebra,1968,6.6,23-Oct-68
Comedy,Michael Hoffman Colin Firth Cameron Diaz Gambit,2012,5.7,21-Nov-12
Horror,Christopher R. Mihm Douglas Sidney Daniel Sjerven Attack of the Moon Zombies,2011,6.6,NA
Drama,Jody White Jo Ellen Jacob Derek Vandegrift Road to Kingsville,2013,8.3,28-Mar-13
Adventure,Andrew Marton Marshall Thompson Betsy Drake Clarence  the Cross-Eyed Lion,1965,5.8,15-Jul-65
Drama,Jeff D. Johnson Josh Radnor Alex McKenna The Seeker,2016,8.4,8-Apr-16
Action,Trey Nelson Josh Duhamel Josh Wiggins Lost in the Sun,2016,6,18-Feb-16
Drama,Phil Leirness Marina Sirtis Dean Haglund Spectres,2004,5.1,6-Mar-04
Drama,Lynn Hershman-Leeson Tilda Swinton Francesca Faridany Conceiving Ada,1997,4.8,19-Feb-99
Drama,Alex Pacheco Tom Macy Andrew Roth Praxis,2008,3.5,4-Jan-08
Action,Richard W. Munchkin Don Wilson Maria Ford Ring of Fire II: Blood and Steel,1993,4.1,17-Mar-93
Action,Alex Turner Shane West Leonard Roberts Red Sands,2009,4.3,24-Feb-09
Horror,John Murlowski Randy Quaid Shane Johnson Black Cadillac,2003,6,3-May
Action,Herschell Gordon Lewis Pat Poston Ruby Tuesday She-Devils on Wheels,1968,4.8,7-May-68
Comedy,Ash Christian Ryan Boggus Deborah Theaker Mangus!,2011,4.6,25-Jun-11
Drama,Craig Calamis Christopher Lee Gibson Bruce Jarman The Drifter,2014,5.3,2014
Drama,Amy Esacove Ed Ackerman John Bain North Blvd,2014,7.1,NA
Comedy,Daniel Bowers Pete Kruchowski Roy Gokenbach A. (Anonymous),2006,8.1,17-Nov-06
Action,Colin Theys Ashley Bates David McCarthy Banshee!!!,2008,3.6,2008
Comedy,None Courtenay Taylor Mary Ann Elizabeth Nog,2005,6.5,9-Feb-05
Adult,None Rachel Ashley Ron Jeremy Precious Assets,1987,7.4,NA
Comedy,None Will Roy Marilyn Brustadt Abduction of Figaro,1984,7.7,NA
Comedy,Wasko Khouri Michael Scovotti Sean Spence Democracy at Work,2012,6.4,2-Nov-12
Adult,Fred J. Lincoln Raven Randy West Vegas 4: Joker's Wild,1990,6.9,NA
Adventure,Pavel Klushantsev Basil Rathbone Faith Domergue Voyage to the Prehistoric Planet,1965,3.6,1-Aug-65
Adult,None Karen Cummings Dory Devon The Rites of Uranus,1975,5.4,NA
Action,Fred Olen Ray Don Wilson Evan Lurie Inferno,1997,3.6,24-Feb-98
Drama,Marc Turtletaub Austin Abrams Mandela Bellamy Puzzle,2018,8,23-Jan-18
Comedy,Steven Spielberg Tom Hanks Catherine Zeta-Jones The Terminal,2004,7.3,18-Jun-04
Documentary,Kenny Golde Bebsabe Duque Anthony Gomez Bolivar: Path to Glory,2005,8.9,17-Dec-15
Comedy,Christian Camargo Katie Holmes William Hurt Days and Nights,2014,4.7,9-Apr-15
Drama,Ole Bornedal Ewan McGregor Nick Nolte Nightwatch,1997,6.2,17-Apr-98
Crime,William Wyler Lee J. Cobb Anthony Zerbe The Liberation of L.B. Jones,1970,7,25-Jun-70
Action,Joe L. Roberts Justin Wheelon Brian Thomas Wilson Friends in Time,2011,8.1,NA
Drama,None Dalas Davis Stephanie M. Williams A Measure of Faith,2012,6.8,19-Oct-12
Action,Joe Coppoletta Ian Jacklin Martin Kove Death Match,1994,4.3,26-Oct-94
Adventure,Frank Hall Green Ella Purnell Brian Geraghty Wildlike,2014,6.7,25-Sep-15
Horror,Evan Marlowe John Wuchte Eric Lauritzen Horror House,2012,5,14-Oct-12
Drama,Bill Rahn Adam Melton Vanessa Ore Pendulum Swings,2011,7.2,8-Jan-11
Drama,Sandy Tung Scott Wilson Gerald McRaney Saving Shiloh,2006,6.5,22-Feb-06
Drama,Abel Vang Vanessa Simmons Mykel Shannon Jenkins Hollywood Chaos,2013,6.7,NA
Drama,Desmond Hall Harold Perrineau Stephanie Berry A Day in Black and White,2001,6.7,31-Aug-01
Comedy,Onur Tukel Thomas Jay Ryan Robert Longstreet The Pigs,2005,5.8,NA
Drama,George Bloom Todd Allen Charles Grant Brothers in Arms,1988,5.1,21-Oct-88
Horror,Jon Russell Cring Raine Brown Kevin Craig West Creeping Crawling,2012,5.1,26-Oct-12
Comedy,Brian McGuire Joey Capone James Duval Window Licker,2014,5.6,2-Jun-14
Crime,Heywood Gould William Baldwin Jon Seda Double Bang,2001,5.2,3-Jul
Horror,None Dara Davey Eileen Dietz The Devil Knows His Own,2013,3,25-May-13
Action,Buddy Reyes Adam West Marcia Karr Night of the Kickfighters,1988,3.8,Dec-91
Drama,Wolfgang Meyer Brandon Slagle Dee Martin 15 Till Midnight,2010,2.8,19-Apr-16
Drama,Kelly Daniela Norris Seedne Bujaidar Yasmani Guerrero Sombras de Azul,2013,7.4,24-Oct-13
Drama,Bennett Stein Aki Avni Anne Bedian The Divided,2009,5.7,2010
Drama,John Ford Richard Widmark Carroll Baker Cheyenne Autumn,1964,6.8,30-Oct-64
Comedy,Jay Burleson Lane Hughes Bill Pacer The Nobodies,2017,6.9,2017
Comedy,Stanley Donen Michael Caine Michelle Johnson Blame It on Rio,1984,5.7,17-Feb-84
Drama,Penelope Spheeris Chris Pedersen Bill Coyne Suburbia,1983,7.1,12-Oct-84
Drama,Ralph Nelson Sidney Poitier Lilia Skala Lilies of the Field,1963,7.7,5-Jul-63
Horror,Jeannot Szwarc Bradford Dillman Joanna Miles Bug,1975,5.2,6-Jun-75
Drama,Christopher Cain George Strait Lesley Ann Warren Pure Country,1992,6.9,23-Oct-92
Action,None Orson Welles Robert Stack The Transformers: The Movie,1986,7.3,8-Aug-86
Action,Lewis Teague Tom Skerritt Patti LuPone Fighting Back,1982,6.1,21-May-82
Drama,John P. Gibson Daniel Van Thomas Daniel Britt Revelation Trail,2013,4.6,12-Apr-13
Drama,J.T. Haines Shawn Ashley Brittany Benjamin Generation Mason,2005,7.4,23-Apr-05
Action,Robert Clouse Jeffrey Byron Larry Cedar The London Connection,1979,6.7,21-Dec-79
Crime,Devin E. Haqq Ira Amyx Lyndsey Anderson The Assassin,2007,6,14-Jan-07
Action,Clint Gaige Rick Jermain Chas. Rittenhouse Sr. A Clean Exit,2016,8.2,8-Sep-16
Comedy,Michael Hoffman Michael Keaton Robert Downey Jr. Game 6,2005,5.9,5-Jan
Comedy,Matt Niehoff Al Snow John Wells Overtime,2011,5.3,18-Feb-11
Comedy,Joseph Jacoby Richard Basehart Ned Beatty The Great Bank Hoax,1978,5,Nov-78
Comedy,None Tyler Hoechlin Chace Crawford Undrafted,2016,6.2,15-Jul-16
Action,None Christine Adams Samantha Amann Bad Blood,2015,4.7,28-Mar-15
Action,Nikolaj Arcel Idris Elba Matthew McConaughey The Dark Tower,2017,5.7,4-Aug-17
Action,Christian Sesma Luke Goss Heather Roop AWOL-72,2015,3.8,25-Sep-15
Comedy,Rick Alverson Tim Heidecker Eric Wareheim The Comedy,2012,6.5,21-Jan-12
Drama,George Taglianetti Geoff Pierson Harold Pruett The Right Way,1998,8.1,28-Dec-98
Comedy,Dennis Rosenblatt Don Novello Gunnar Magg Father Guido Sarducci Goes to College,1985,7.4,NA
Drama,David Branin Gregor Collins Sarah Prikryl Goodbye Promise,2012,7.6,1-Jun-12
Sci-Fi,None Irene Miracle Steve Bagish 2090,1996,6.1,9-Jun-96
Drama,Barry Shay Josh Austin Jerry Blair The Way,2010,7,26-Apr-10
Comedy,Hollie Olson Catherine B. Johnson Adrienne King Gabby's Wish,2012,6.7,NA
Horror,None Frank Bosson Calvin Lane Ghostbite,1996,3.7,25-Sep-96
Comedy,None Rebecca Borkenhagen-Scott Matt Braaten An Obvious Moment of Happiness,2003,8.7,24-Apr-03
Drama,J.W. Myers Barrett Carnahan Terry Kiser The Pledge,2011,6.3,19-Aug-11
Adult,Richard MacLeod Genevieve Gabriel Roger Caine The Ganja Express,1978,4.8,1978
Comedy,Ron Carlson Mila Kunis Nicki Aycox Tom Cool,2009,5.9,2009
Action,Delbert Mann James Garner Eva Renzi The Pink Jungle,1968,6,2-Dec-68
Adventure,None Kelly Reno Vincent Spano The Black Stallion Returns,1983,5.9,25-Mar-83
Action,Jennifer Yuh Nelson Jack Black Angelina Jolie Kung Fu Panda 2,2011,7.3,26-May-11
Drama,Barry Mahon Darlene Bennett Dawn Bennett Nudes on Tiger Reef,1965,5.6,21-Dec-65
Horror,None Josh Criss Karin Crighton Leaving D.C.,2012,6,NA
Drama,Michael Taverna Louis Gossett Jr. Assumpta Serna Managua,1997,4.5,16-Sep-97
Horror,Patrick Robert Young Rebekah Kennedy Ellis Greer Bastard,2015,4.6,18-Oct-15
Horror,Rene Perez Natasha Blasick Richard Tyson Playing with Dolls,2015,2.4,6-Mar-15
Action,Ethan Clerc Julienne Antes Kyle Antes Sundog,2016,7.8,16-Jan-16
Horror,Todd Sheets Antwoine Steele Rachel Matthews Catacombs,2000,2.2,NA
Comedy,Roger Vadim Rebecca De Mornay Vincent Spano And God Created Woman,1988,4.3,4-Mar-88
Drama,Luciano Saber Charlene Tilton Jeremy London Edge of Salvation,2012,6.2,12-Dec
Comedy,Art Linson Chris Penn Ilan Mitchell-Smith The Wild Life,1984,6.1,28-Sep-84
Comedy,Adrian Fulle Michael Muhney Mary Kay Cook Love 101,2000,5,14-Feb-00
Comedy,Francis Megahy Pierce Brosnan James Coburn The Disappearance of Kevin Johnson,1996,5.6,25-Jul-97
Horror,Keith Vaile Brianna Bennette Julian Canfield Jersey Devil,2013,5.8,13-Oct-13
Horror,None Sam Scarber Dahlia Salem Cut!,2014,5.1,14-Feb
Horror,None Terrence Flack Shane Woodson The Legend of Black Annie,2012,2.9,15-Feb
Adventure,John Frankenheimer David Niven Faye Dunaway The Extraordinary Seaman,1969,2.8,Jan-69
Comedy,None Jake Anderson Angenette Anthony 3 Easy Payments,2007,7.2,11-Jan-07
Drama,Cedric Godin Jason Lopez Treva Etienne P.T.S.D,2015,8.1,2015
Horror,Andrew Wiest Colton Christensen Elizabeth Mouton The Forlorned,2017,5.5,3-Oct-17
Documentary,None Melissa Hernandez Jill Morley Fight Like a Girl,2013,8.7,5-Apr-13
Horror,None Kip Pardue Vinessa Shaw Stag Night,2008,4.9,24-Feb-10
Drama,None Laura Hammer Chris Spurgin A Time for the Heart,2009,7,18-Apr-09
Comedy,Alan Cohn Tom Everett Scott Mark-Paul Gosselaar Dead Man on Campus,1998,6.1,21-Aug-98
Adventure,Trevor Black Jessica Black Jeff Richards Goldy 2: The Saga of the Golden Bear,1986,3.7,NA
Comedy,Barry Shear Christopher Jones Shelley Winters Wild in the Streets,1968,6,29-May-68
Comedy,Tamra Davis Adam Sandler Darren McGavin Billy Madison,1995,6.4,10-Feb-95
Comedy,Edward Zwick Christine Lahti Meg Tilly Leaving Normal,1992,6.7,29-Apr-92
Drama,Ulli Lommel Gregory Alosio Stéphanie Anderson Marilyn  My Love,1994,3.8,NA
Drama,Robert J. Emery William Kerwin Erni Benet Ride in a Pink Car,1974,5.7,Jun-74
Comedy,None Dan Conrad Jamie Insalaco Will Reading,2017,8.4,21-Jun-17
Adventure,Michael Fischa Pat Morita Martin Kove Rice Girl,2014,6.2,23-Jul-14
Action,David Ayer Will Smith Jared Leto Suicide Squad,2016,6.1,5-Aug-16
Action,None Kevin Kiser Liz Ribarchek Horrid,2009,3.7,5-Apr-11
Comedy,Dan Finnen Jeff 'Poo' Batchler Nick Berman Run Hollywood Summer,2009,6,NA
Crime,Clay Eide Joe Leroy Reynolds Jay Underwood Dead Dogs,1999,7.1,2-Jun-99
Adult,Phil Prince Tony Mansfield Ron Jeremy Oriental Techniques in Pain and Pleasure,1983,6,8-Apr-83
Action,Mark A.Z. Dippé Michael Jai White John Leguizamo Spawn,1997,5.2,1-Aug-97
Action,J. Christian Ingvordsen Joe Ambrose Tom Banks Search and Destroy,1988,2.8,31-Aug-88
Comedy,Tony Vitale Darren Geare R.J. Knoll Life's a Beach,2012,3.9,22-May-12
Action,Jonathan Winfrey Scott Valentine Janet Gunn Carnosaur 3: Primal Species,1996,2.9,17-Jan-97
Comedy,Neal Israel John Murray Jennifer Tilly Moving Violations,1985,5.7,19-Apr-85
Thriller,Nikolai Müllerschön Marcus Thomas Andy Davoli Inversion,2010,7.2,2010
Comedy,Chuck Martinez Barbara Harris Michelle Meyrink Nice Girls Don't Explode,1987,5.7,Feb-87
Comedy,Norman Tokar Dean Jones Suzanne Pleshette The Ugly Dachshund,1966,6.7,16-Feb-66
Comedy,James Komack Dan Monahan Wyatt Knight Porky's Revenge,1985,4.7,22-Mar-85
Biography,Ron Howard Frank Langella Michael Sheen Frost/Nixon,2008,7.7,23-Jan-09
Action,None Terissa Kelton Mike Donis Quad X: The Porn Movie Massacre,2015,5.5,16-May-15
Horror,Derek Cole Stephen Twardokus Liesel Kopp An American Ghost Story,2012,4.3,1-Oct-12
Romance,David Secter Isaac Allan Sabrina Lu Cyberdorm,1999,8.3,NA
Drama,Gregory Christian Michael Vincent Carrera Dava Casoni Avenge,2014,7.4,2-Apr-14
Comedy,None Ryan Dunn Bam Margera Haggard,2003,6.5,24-Jun-03
Drama,Douglas Trumbull Bruce Dern Cliff Potts Silent Running,1972,6.7,10-Mar-72
Drama,Patrick Lussier Nathan Fillion Katee Sackhoff White Noise 2: The Light,2007,5.7,5-Jan-07
Action,Pat Domenico Angela Aames Wendy Fraser Flex,1988,5,1988
Comedy,None Minda Briley David Dietz Doing Therapy,2006,7.3,10-Mar-06
Adventure,Kevin Smith Ben Affleck Matt Damon Dogma,1999,7.3,12-Nov-99
Crime,Stephen Szklarski Thomas Brandise Mariana Carreno A Packing Suburbia,1999,3.3,18-Jul-99
Thriller,Kurt Voss Nicholas Walker Dara Tomanovich Amnesia,1997,4.5,7-Jun-97
Animation,Tom Burton Jim Belushi Kathleen Turner Bad Baby,1997,5.2,6-Apr-97
Adult,Henri Pachard Steve Drake Paula Harlow Nicki,1987,5.9,NA
Comedy,None Mel Brooks Ron Moody The Twelve Chairs,1970,6.6,28-Oct-70
Biography,Todd Verow Philly Abe Mike Dreyden The End of Cruising,2013,4.1,25-Oct-13
Comedy,Johanna McKeon J.T. Arbogast Caleb Bark Auld Lang Syne,2016,7.8,9-Jul-16
Drama,Francesca Gregorini Kaya Scodelario Jessica Biel The Truth About Emanuel,2013,6,10-Jan-14
Drama,Cam Archer Ellen Barkin Luke Grimes Shit Year,2010,5.6,11-Aug-11
Horror,Christopher Webster Dawn Laurrie Aaron Kjenaas Demon Possessed,1993,3.8,28-Jul-93
Comedy,None Robby Benson Karla DeVito Modern Love,1990,5.4,20-Apr-90
Drama,Roman Polanski Mia Farrow John Cassavetes Rosemary's Baby,1968,8,12-Jun-68
Drama,Lawrence Lanoff Sage Kirkpatrick Matthew Fling Club Wild Side,1998,5.9,28-Oct-99
Comedy,Christopher Titus Michael Aronin Rachel Bradley Special Unit,2017,8.3,11-Oct-17
Action,Peter Mackenzie Asher Brauner Jesse Vint Merchants of War,1989,5,26-Feb-93
Western,Robert Totten Richard Widmark Lena Horne Death of a Gunfighter,1969,6.4,9-Jul-69
Comedy,Delbert Mann Glenn Ford Geraldine Page Dear Heart,1964,7.2,16-Apr-65
Drama,Dominique Moreau Kristi Ducati Missy Warner Wild Child,1991,5.1,NA
Drama,Phil Joanou Alec Baldwin Kelly Lynch Heaven's Prisoners,1996,5.7,17-May-96
Comedy,Blaxwell Smart DeRay Davis Jasper Redd Frankenhood,2009,4.3,9-May
Horror,Brian Yuzna Arnold Vosloo Jillian McWhirter Progeny,1998,4.8,30-Mar-99
Action,Tommy Frazier Nicole Sienna Shane Brolly Book of Fire,2015,5.8,22-Nov-15
Comedy,None Kam Heskin Orlando Seale Pride and Prejudice,2003,5.3,5-Dec-03
Action,None Duane Bruce Tara Henry Infinite Santa 8000,2013,5.3,3-Dec-13
Action,Christopher Forbes Christopher Bowman Graye Bumgardner Billy the Kid,2013,2.7,27-Aug-13
Horror,Ryan Callaway Nate Gray Gopal Lalwani Messenger of Wrath,2017,5.6,30-Oct-17
Drama,Milton Bagby Jamie Rose Terence Knox Rebel Love,1985,7.5,Nov-85
Comedy,Sarovar Banka Shabana Azmi Diksha Basu A Decent Arrangement,2011,5.6,7-Nov-14
Horror,Jared Cohn Michael Madsen Madi Vodane Devil's Domain,2016,3.5,2016
Horror,None Camilla Luddington Caity Lotz The Pact II,2014,4.4,5-Sep-14
Horror,Richard Ledes Michael Imperioli Wendell Pierce Foreclosure,2014,5.4,3-Feb-14
Thriller,Rachel Tucker Cj Natoli Stephen Goodman Shades,2013,5.8,17-Aug-13
Comedy,Hugh Parks Kristy Swanson Sasha Jenson Dream Trap,1990,6,1-May-90
Comedy,Stuart Acher Madeline Zima Joel David Moore #Stuck,2014,5.6,10-Oct-14
Comedy,None Roni Jonah Tonia L. Carrier Selling Stupid,2017,7,12-Feb-17
Action,Craig Moss Danny Trejo Charles S. Dutton Bad Ass,2012,5.5,13-Apr-12
Drama,Kerem Sanga Dylan Gelula Brianna Hildebrand First Girl I Loved,2016,5.9,18-Oct-16
Action,Jonathan Levine Amy Schumer Goldie Hawn Snatched,2017,4.4,12-May-17
Adult,None Jan Davis Pete Dawson Keep It in the Family,1973,3.8,Dec-73
Action,John Hyams Cung Le Jean-Claude Van Damme Dragon Eyes,2012,4.5,9-Oct-14
Horror,None Bill Bernhard Jennifer Brown Soultangler,1987,4.5,NA
Comedy,Brian McGuire Kendall Carroll Mark E. Fletcher 1 World 100 Lonely,2015,7.4,28-Sep-15
Action,None Clint Hummel Toar Campbell The Quick and the Undead,2006,2.7,2-Feb-06
Drama,Rob Hardy William Packer Kelsey Scott Chocolate City,1994,6.5,NA
Drama,None William McNamara Elisabeth Shue Radio Inside,1994,6.4,1994
Comedy,None James Hergott Audra J. Morgan All That I Need,2005,6.8,2-Dec-05
Comedy,Jeremy Leven Nora Tschirner Vincenzo Amato Girl on a Bicycle,2013,6.2,7-Mar-13
Mystery,Matthew Desotell Kayo Zepeda Patrick Desotell Agent 5: A Night in the Last Life of,2008,7.1,13-Jun-08
Drama,Todd Stephens Sara Rue Kett Turton Gypsy 83,2001,7,6-Jun-01
Drama,Doug Burch Jim Agee Sachie Alessio The Lost One,2015,6.6,NA
Comedy,Patrick Hasson Will Keenan Kerri Kenney Waiting,2000,5.8,12-May-00
Comedy,Ed Rinkiewicz Peter Daniel Straus Anna Gutto The Ride of Tom & Valkyrie,2011,8.3,2011
Drama,Alexander Kanellakos Jerry Brown Sandra Garrett Railroader,2012,7.9,1-Jun-12
Drama,Don Doyle Tallie Cochrane Edward D. Wood Jr. Operation Redlight,1969,2.4,NA
Action,Ferd Sebastian Andrew Divoff Tracy Sebastian Running Cool,1993,6.6,15-Sep-93
Drama,Herschell Gordon Lewis Otto Schlessinger George Brown The Girl  the Body  and the Pill,1967,5.5,5-Oct-67
Comedy,None Steve Martin Diane Keaton Father of the Bride Part II,1995,6,3-Nov-95
Drama,Sydney Freeland Jeremiah Bitsui Carmen Moore Drunktown's Finest,2014,6.9,20-Feb-15
Action,William Hellmuth Jordan Warren Eamon Glennon The Black Dawn,2009,6.6,31-Jan-09
Crime,None Rocco Karega Cameron Mitchell Demon Cop,1990,3.1,NA
Action,Larry Derr Collins Bobby Kelli R. Brown Guns and Grams,2016,8.6,8-Aug-16
Drama,Conrad Rooks Shashi Kapoor Simi Garewal Siddhartha,1972,6.7,1-Jan-74
Comedy,Justin MacGregor Greg Sestero Tommy Wiseau Best F(r)iends,2017,7.3,18-Mar
Horror,John Allardice Daniel Cosgrove Tamara Davies They Crawl,2001,3.6,1-Mar
Comedy,Matt Aselton Paul Dano Zooey Deschanel Gigantic,2008,6.1,19-Jun-09
Comedy,Adam Fleischhacker Alison Becker Andrew Bowler May the Best Man Win,2009,7.3,9-Sep-09
Comedy,Fred Coe Patty Duke James Farentino Me  Natalie,1969,6.9,6-Feb-70
Comedy,Malcolm D. Lee Samuel L. Jackson Bernie Mac Soul Men,2008,6.5,7-Nov-08
Comedy,Kevin Patrick Connors Bryan Greenberg Mishka Balilty The Normals,2012,4.7,16-Nov-12
Adventure,Allan Harmon Steve Bacic Michael Madsen Afghan Knights,2007,3.1,31-Jul-07
Comedy,Holly Goldberg Sloan Linda Hamilton Eugene Levy The Secret Life of Girls,1999,5.4,29-May-99
Drama,John R. Penn Brian Graham Dianne Paukstelis Oklahoma Faded Love,1998,8.4,9-Jun-98
Comedy,John Harrison Debbie Harry Matthew Lawrence Tales from the Darkside: The Movie,1990,6.2,4-May-90
Drama,Elias Acosta Michael Madsen Kristen Quintrall Refuge from the Storm,2012,7.6,5-Apr-12
Drama,Aaron J. Wiederspahn David Strathairn Ian Somerhalder The Sensation of Sight,2006,6.8,10-Nov-06
Comedy,Dave Diamond Jay Harrington Julie Bowen Partner(s),2005,5.8,13-Dec-05
Drama,D.W. Brown Nick Stahl Dash Mihok On the Inside,2011,5.3,9-Nov-11
Drama,Justin Barber Werner Reidel Hans Willer The Wednesday Morning Breakfast Club,2013,6.8,26-Jul-13
Thriller,None Lance Reddick Michael McGlone Dirty Work,2006,5.2,12-Sep-06
Drama,Jake Goldberger Thomas Haden Church Elisabeth Shue Don McKay,2009,5.9,24-Apr-09
